,Factura,Ciudad,Tipo_cliente,Genero,Linea_producto,Precio_unidad,Cantidad,Impuesto,Total,Forma_pago,Coste,Calificacion,Fecha2,Dia,Jornada,Horario,Calificacion2,ISG,Anomaly,Anomaly_Score
541,343-87-0864,Naypyitaw,Miembro,Hombre,Health and beauty,75.88,1,3.7939999999999996,79.67399999999999,Credit card,75.88,7.1,2019-01-03,Thursday,Laboral,Mañana,Neutros,0,0,-0.024485799786144513
542,173-50-1108,Mandalay,Miembro,Mujer,Sports and travel,20.18,4,4.0360000000000005,84.756,Credit card,80.72,5.0,2019-02-13,Wednesday,Laboral,Mañana,Detractores,-100,0,-0.03301568330353877
543,243-47-2663,Naypyitaw,Miembro,Hombre,Electronic accessories,18.77,6,5.631,118.251,Credit card,112.62,5.5,2019-01-28,Monday,Laboral,Tarde,Detractores,-100,0,-0.02527970889300213
544,841-18-8232,Mandalay,Normal,Mujer,Food and beverages,71.2,1,3.56,74.76,Credit card,71.2,9.2,2019-01-05,Saturday,Laboral,Noche,Promotores,100,0,-0.028864027576577023
545,701-23-5550,Mandalay,Miembro,Hombre,Home and lifestyle,38.81,4,7.7620000000000005,163.002,Ewallet,155.24,4.9,2019-03-19,Tuesday,Laboral,Mañana,Detractores,-100,0,-0.049531919608172215
546,647-50-1224,Yangon,Normal,Mujer,Fashion accessories,29.42,10,14.71,308.91,Ewallet,294.2,8.9,2019-01-12,Saturday,Laboral,Tarde,Promotores,100,0,-0.0261374832659782
547,541-48-8554,Yangon,Normal,Hombre,Sports and travel,60.95,9,27.4275,575.9775,Credit card,548.55,6.0,2019-01-07,Monday,Laboral,Mañana,Detractores,-100,0,-0.0273087624966033
548,539-21-7227,Mandalay,Normal,Mujer,Sports and travel,51.54,5,12.885,270.585,Cash,257.7,4.2,2019-01-26,Saturday,Laboral,Tarde,Detractores,-100,0,-0.04351110566085181
549,213-32-1216,Yangon,Normal,Mujer,Electronic accessories,66.06,6,19.817999999999998,416.17800000000005,Cash,396.36,7.3,2019-01-23,Wednesday,Laboral,Mañana,Neutros,0,0,-0.03912708184585889
550,747-58-7183,Mandalay,Normal,Hombre,Fashion accessories,57.27,3,8.5905,180.4005,Ewallet,171.81,6.5,2019-02-09,Saturday,Laboral,Noche,Neutros,0,0,-0.046829549074318244
551,582-52-8065,Mandalay,Normal,Mujer,Fashion accessories,54.31,9,24.4395,513.2295,Cash,488.79,8.9,2019-02-22,Friday,Laboral,Mañana,Promotores,100,0,-0.05116165926167654
552,210-57-1719,Mandalay,Normal,Mujer,Health and beauty,58.24,9,26.208000000000002,550.368,Cash,524.16,9.7,2019-02-05,Tuesday,Laboral,Mañana,Promotores,100,0,-0.011297466740204598
553,399-69-4630,Naypyitaw,Normal,Hombre,Electronic accessories,22.21,6,6.662999999999999,139.923,Credit card,133.26,8.6,2019-03-07,Thursday,Laboral,Mañana,Promotores,100,0,-0.015575773618421218
554,134-75-2619,Yangon,Miembro,Hombre,Electronic accessories,19.32,7,6.7620000000000005,142.002,Cash,135.24,6.9,2019-03-25,Monday,Laboral,Noche,Neutros,0,0,-0.02223532437511322
555,356-44-8813,Mandalay,Normal,Hombre,Home and lifestyle,37.48,3,5.622000000000001,118.06200000000001,Credit card,112.44,7.7,2019-01-20,Sunday,Festivo,Mañana,Neutros,0,0,-0.02613793837460021
556,198-66-9832,Mandalay,Miembro,Mujer,Fashion accessories,72.04,2,7.204,151.284,Cash,144.08,9.5,2019-02-04,Monday,Laboral,Noche,Promotores,100,0,-0.02444669215234596
557,283-26-5248,Naypyitaw,Miembro,Mujer,Food and beverages,98.52,10,49.26,1034.46,Ewallet,985.2,4.5,2019-01-30,Wednesday,Laboral,Noche,Detractores,-100,1,0.004898032940572228
558,712-39-0363,Yangon,Miembro,Hombre,Food and beverages,41.66,6,12.498,262.45799999999997,Ewallet,249.96,5.6,2019-01-02,Wednesday,Laboral,Tarde,Detractores,-100,0,-0.036390812754151125
559,218-59-9410,Yangon,Miembro,Mujer,Home and lifestyle,72.42,3,10.863,228.123,Ewallet,217.26,8.2,2019-03-29,Friday,Laboral,Tarde,Neutros,0,0,-0.03853377626373089
560,174-75-0888,Mandalay,Normal,Hombre,Electronic accessories,21.58,9,9.711,203.93099999999998,Cash,194.22,7.3,2019-03-14,Thursday,Laboral,Mañana,Neutros,0,0,-0.03405488179594607
561,866-99-7614,Naypyitaw,Normal,Hombre,Food and beverages,89.2,10,44.6,936.6,Credit card,892.0,4.4,2019-02-11,Monday,Laboral,Tarde,Detractores,-100,1,0.003828285379500196
562,134-54-4720,Mandalay,Normal,Mujer,Electronic accessories,42.42,8,16.968,356.32800000000003,Ewallet,339.36,5.7,2019-01-30,Wednesday,Laboral,Mañana,Detractores,-100,0,-0.025590007371109724
563,760-90-2357,Yangon,Miembro,Hombre,Electronic accessories,74.51,6,22.353,469.413,Ewallet,447.06,5.0,2019-03-20,Wednesday,Laboral,Tarde,Detractores,-100,0,-0.03226607911077761
564,514-37-2845,Mandalay,Normal,Hombre,Fashion accessories,99.25,2,9.925,208.425,Cash,198.5,9.0,2019-03-20,Wednesday,Laboral,Mañana,Promotores,100,0,-0.024841086095456322
565,698-98-5964,Yangon,Normal,Mujer,Food and beverages,81.21,10,40.605,852.705,Credit card,812.1,6.3,2019-01-17,Thursday,Laboral,Mañana,Detractores,-100,0,-0.0009485657369759926
566,718-57-9773,Naypyitaw,Normal,Mujer,Sports and travel,49.33,10,24.665,517.965,Credit card,493.3,9.4,2019-02-03,Sunday,Festivo,Tarde,Promotores,100,0,-0.00293134247551341
567,651-88-7328,Yangon,Normal,Mujer,Fashion accessories,65.74,9,29.583000000000002,621.243,Cash,591.66,7.7,2019-01-01,Tuesday,Laboral,Mañana,Neutros,0,0,-0.026130963472684066
568,241-11-2261,Mandalay,Normal,Mujer,Fashion accessories,79.86,7,27.951,586.971,Credit card,559.02,5.5,2019-01-10,Thursday,Laboral,Mañana,Detractores,-100,0,-0.036298870436476505
569,408-26-9866,Naypyitaw,Normal,Mujer,Sports and travel,73.98,7,25.893,543.753,Ewallet,517.86,4.1,2019-03-02,Saturday,Festivo,Tarde,Detractores,-100,0,-0.015432562008613981
570,834-83-1826,Mandalay,Miembro,Mujer,Home and lifestyle,82.04,5,20.51,430.71,Credit card,410.2,7.6,2019-02-25,Monday,Laboral,Tarde,Neutros,0,0,-0.026979570396820862
571,343-61-3544,Mandalay,Miembro,Hombre,Sports and travel,26.67,10,13.335,280.035,Cash,266.7,8.6,2019-01-29,Tuesday,Laboral,Mañana,Promotores,100,0,-0.014305487752666601
572,239-48-4278,Yangon,Miembro,Hombre,Food and beverages,10.13,7,3.5455,74.4555,Ewallet,70.91,8.3,2019-03-10,Sunday,Festivo,Noche,Neutros,0,0,-0.03189167545317295
573,355-34-6244,Mandalay,Normal,Hombre,Food and beverages,72.39,2,7.239,152.019,Credit card,144.78,8.1,2019-01-13,Sunday,Festivo,Noche,Neutros,0,0,-0.03550523342606249
574,550-84-8664,Yangon,Normal,Hombre,Sports and travel,85.91,5,21.4775,451.0275,Credit card,429.55,8.6,2019-03-22,Friday,Laboral,Tarde,Promotores,100,0,-0.026371444547041323
575,339-96-8318,Mandalay,Miembro,Hombre,Fashion accessories,81.31,7,28.4585,597.6285,Ewallet,569.17,6.3,2019-03-01,Friday,Laboral,Noche,Detractores,-100,0,-0.01714693246457122
576,458-61-0011,Mandalay,Normal,Hombre,Food and beverages,60.3,4,12.06,253.26,Cash,241.2,5.8,2019-02-20,Wednesday,Laboral,Noche,Detractores,-100,0,-0.025567501343355503
577,592-34-6155,Naypyitaw,Normal,Hombre,Food and beverages,31.77,4,6.354,133.434,Ewallet,127.08,6.2,2019-01-14,Monday,Laboral,Tarde,Detractores,-100,0,-0.04357024945205379
578,797-88-0493,Yangon,Normal,Mujer,Health and beauty,64.27,4,12.854000000000001,269.934,Cash,257.08,7.7,2019-03-26,Tuesday,Laboral,Mañana,Neutros,0,0,-0.02208236419731724
579,207-73-1363,Mandalay,Normal,Hombre,Health and beauty,69.51,2,6.9510000000000005,145.971,Ewallet,139.02,8.1,2019-03-01,Friday,Laboral,Mañana,Neutros,0,0,-0.03265882438131695
580,390-31-6381,Naypyitaw,Normal,Hombre,Food and beverages,27.22,3,4.083,85.743,Cash,81.66,7.3,2019-01-07,Monday,Laboral,Mañana,Neutros,0,0,-0.022261676513580575
581,443-82-0585,Yangon,Miembro,Mujer,Health and beauty,77.68,4,15.536,326.256,Cash,310.72,8.4,2019-02-01,Friday,Laboral,Noche,Neutros,0,0,-0.019123807791399106
582,339-18-7061,Naypyitaw,Miembro,Mujer,Fashion accessories,92.98,2,9.298,195.25799999999998,Credit card,185.96,8.0,2019-02-13,Wednesday,Laboral,Tarde,Neutros,0,0,-0.024887092181614445
583,359-90-3665,Mandalay,Miembro,Mujer,Fashion accessories,18.08,4,3.616,75.936,Credit card,72.32,9.5,2019-01-14,Monday,Laboral,Noche,Promotores,100,0,-0.011872310294685828
584,375-72-3056,Mandalay,Normal,Hombre,Sports and travel,63.06,3,9.459,198.639,Ewallet,189.18,7.0,2019-01-19,Saturday,Laboral,Tarde,Neutros,0,0,-0.03198217334462494
585,127-47-6963,Yangon,Normal,Hombre,Health and beauty,51.71,4,10.342,217.18200000000002,Credit card,206.84,9.8,2019-03-09,Saturday,Laboral,Mañana,Promotores,100,0,-0.022262473356664425
586,278-86-2735,Yangon,Normal,Mujer,Food and beverages,52.34,3,7.851,164.87099999999998,Cash,157.02,9.2,2019-03-27,Wednesday,Festivo,Tarde,Promotores,100,0,-0.02868855624287958
587,695-28-6250,Yangon,Normal,Mujer,Sports and travel,43.06,5,10.765,226.065,Ewallet,215.3,7.7,2019-02-04,Monday,Laboral,Tarde,Neutros,0,0,-0.038643145353635666
588,379-17-6588,Naypyitaw,Normal,Hombre,Fashion accessories,59.61,10,29.805,625.905,Cash,596.1,5.3,2019-03-14,Thursday,Laboral,Mañana,Detractores,-100,0,-0.031167743885126886
589,227-50-3718,Yangon,Normal,Hombre,Health and beauty,14.62,5,3.655,76.755,Cash,73.1,4.4,2019-03-04,Monday,Laboral,Mañana,Detractores,-100,0,-0.013184382252679261
590,302-15-2162,Naypyitaw,Miembro,Hombre,Health and beauty,46.53,6,13.959000000000001,293.139,Credit card,279.18,4.3,2019-03-03,Sunday,Festivo,Mañana,Detractores,-100,0,-0.01743414141222477
591,788-07-8452,Naypyitaw,Miembro,Mujer,Home and lifestyle,24.24,7,8.484,178.16400000000002,Ewallet,169.68,9.4,2019-01-27,Sunday,Festivo,Tarde,Promotores,100,0,-0.029547294972476656
592,560-49-6611,Yangon,Miembro,Mujer,Sports and travel,45.58,1,2.279,47.858999999999995,Cash,45.58,9.8,2019-02-07,Thursday,Laboral,Tarde,Promotores,100,0,-0.0017367367126759348
593,880-35-0356,Yangon,Miembro,Mujer,Sports and travel,75.2,3,11.28,236.88,Ewallet,225.6,4.8,2019-02-05,Tuesday,Laboral,Mañana,Detractores,-100,0,-0.021362122492481928
594,585-11-6748,Mandalay,Miembro,Hombre,Sports and travel,96.8,3,14.52,304.92,Cash,290.4,5.3,2019-03-15,Friday,Laboral,Mañana,Detractores,-100,0,-0.025341236369764153
595,470-31-3286,Mandalay,Normal,Hombre,Health and beauty,14.82,3,2.2230000000000003,46.683,Credit card,44.46,8.7,2019-03-01,Friday,Laboral,Mañana,Promotores,100,0,-0.02538140925227006
596,152-68-2907,Yangon,Normal,Hombre,Food and beverages,52.2,3,7.83,164.43,Credit card,156.6,9.5,2019-02-15,Friday,Laboral,Mañana,Promotores,100,0,-0.044883283987844746
597,123-35-4896,Naypyitaw,Normal,Mujer,Sports and travel,46.66,9,20.997,440.93699999999995,Ewallet,419.94,5.3,2019-02-17,Sunday,Festivo,Noche,Detractores,-100,0,-0.01769549206495824
598,258-69-7810,Naypyitaw,Normal,Mujer,Fashion accessories,36.85,5,9.2125,193.4625,Cash,184.25,9.2,2019-01-26,Saturday,Laboral,Noche,Promotores,100,0,-0.04205068537502665
599,334-64-2006,Yangon,Miembro,Mujer,Home and lifestyle,70.32,2,7.032,147.672,Ewallet,140.64,9.6,2019-03-24,Sunday,Festivo,Tarde,Promotores,100,0,-0.03027709608396567
600,219-61-4139,Naypyitaw,Normal,Hombre,Electronic accessories,83.08,1,4.154,87.234,Ewallet,83.08,6.4,2019-01-23,Wednesday,Laboral,Tarde,Detractores,-100,1,0.0023968783968663088
601,881-41-7302,Naypyitaw,Normal,Mujer,Fashion accessories,64.99,1,3.2495,68.2395,Credit card,64.99,4.5,2019-01-26,Saturday,Laboral,Mañana,Detractores,-100,0,-0.03258201428701524
602,373-09-4567,Naypyitaw,Normal,Hombre,Food and beverages,77.56,10,38.78,814.38,Ewallet,775.6,6.9,2019-03-14,Thursday,Laboral,Noche,Neutros,0,0,-0.006077851891133634
603,642-30-6693,Mandalay,Normal,Mujer,Sports and travel,54.51,6,16.352999999999998,343.413,Ewallet,327.06,7.8,2019-03-17,Sunday,Festivo,Mañana,Neutros,0,0,-0.026667186866201176
604,484-22-8230,Naypyitaw,Miembro,Mujer,Fashion accessories,51.89,7,18.1615,381.3915,Cash,363.23,4.5,2019-01-08,Tuesday,Laboral,Noche,Detractores,-100,0,-0.023919468624791107
605,830-58-2383,Mandalay,Normal,Hombre,Home and lifestyle,31.75,4,6.35,133.35,Cash,127.0,8.6,2019-02-08,Friday,Laboral,Tarde,Promotores,100,0,-0.025400341054553577
606,559-98-9873,Yangon,Miembro,Mujer,Fashion accessories,53.65,7,18.7775,394.3275,Ewallet,375.55,5.2,2019-02-10,Sunday,Festivo,Mañana,Detractores,-100,0,-0.028582178246399637
607,544-32-5024,Naypyitaw,Miembro,Mujer,Food and beverages,49.79,4,9.958,209.118,Credit card,199.16,6.4,2019-03-28,Thursday,Laboral,Noche,Detractores,-100,0,-0.02341673236871067
608,318-12-0304,Yangon,Normal,Hombre,Fashion accessories,30.61,1,1.5305,32.1405,Ewallet,30.61,5.2,2019-01-23,Wednesday,Laboral,Mañana,Detractores,-100,0,-0.01953133334892687
609,349-97-8902,Mandalay,Miembro,Hombre,Food and beverages,57.89,2,5.789,121.569,Ewallet,115.78,8.9,2019-01-17,Thursday,Laboral,Mañana,Promotores,100,0,-0.024795035889712325
610,421-95-9805,Yangon,Normal,Mujer,Electronic accessories,28.96,1,1.4480000000000002,30.408,Credit card,28.96,6.2,2019-02-07,Thursday,Laboral,Mañana,Detractores,-100,0,-0.01362049069342497
611,277-35-5865,Naypyitaw,Miembro,Mujer,Food and beverages,98.97,9,44.5365,935.2665,Cash,890.73,6.7,2019-03-09,Saturday,Laboral,Mañana,Neutros,0,0,-0.008913694662968208
612,789-23-8625,Mandalay,Miembro,Hombre,Fashion accessories,93.22,3,13.982999999999999,293.643,Cash,279.66,7.2,2019-01-24,Thursday,Laboral,Mañana,Neutros,0,0,-0.027140484390713704
613,284-54-4231,Naypyitaw,Miembro,Hombre,Sports and travel,80.93,1,4.0465,84.9765,Credit card,80.93,9.0,2019-01-19,Saturday,Laboral,Tarde,Promotores,100,0,-0.02555075634431503
614,443-59-0061,Yangon,Miembro,Hombre,Food and beverages,67.45,10,33.725,708.225,Ewallet,674.5,4.2,2019-02-03,Sunday,Festivo,Mañana,Detractores,-100,0,-0.007919923165747966
615,509-29-3912,Yangon,Miembro,Mujer,Sports and travel,38.72,9,17.424,365.904,Ewallet,348.48,4.2,2019-03-20,Wednesday,Laboral,Mañana,Detractores,-100,0,-0.026113919285035814
616,327-40-9673,Mandalay,Miembro,Hombre,Sports and travel,72.6,6,21.78,457.38,Cash,435.6,6.9,2019-01-13,Sunday,Festivo,Noche,Neutros,0,0,-0.02419738022175677
617,840-19-2096,Naypyitaw,Miembro,Hombre,Electronic accessories,87.91,5,21.9775,461.5275,Ewallet,439.55,4.4,2019-03-14,Thursday,Laboral,Noche,Detractores,-100,0,-0.01316993105420583
618,828-46-6863,Yangon,Miembro,Hombre,Food and beverages,98.53,6,29.559,620.739,Credit card,591.18,4.0,2019-01-23,Wednesday,Laboral,Mañana,Detractores,-100,1,0.0013553329733588804
619,641-96-3695,Naypyitaw,Miembro,Mujer,Fashion accessories,43.46,6,13.038,273.798,Ewallet,260.76,8.5,2019-02-07,Thursday,Laboral,Tarde,Promotores,100,0,-0.03358803703367319
620,420-97-3340,Yangon,Normal,Mujer,Food and beverages,71.68,3,10.752,225.792,Credit card,215.04,9.2,2019-03-28,Thursday,Laboral,Tarde,Promotores,100,0,-0.024855966059753154
621,436-54-4512,Yangon,Miembro,Mujer,Food and beverages,91.61,1,4.5805,96.1905,Cash,91.61,9.8,2019-03-20,Wednesday,Laboral,Noche,Promotores,100,0,-0.0026306383997743987
622,670-79-6321,Mandalay,Miembro,Mujer,Home and lifestyle,94.59,7,33.1065,695.2365,Credit card,662.13,4.9,2019-01-17,Thursday,Laboral,Tarde,Detractores,-100,0,-0.004142726318384304
623,852-62-7105,Mandalay,Normal,Mujer,Fashion accessories,83.25,10,41.625,874.125,Credit card,832.5,4.4,2019-01-12,Saturday,Laboral,Mañana,Detractores,-100,0,-0.022559375572900442
624,598-06-7312,Mandalay,Miembro,Hombre,Fashion accessories,91.35,1,4.5675,95.9175,Cash,91.35,6.8,2019-02-16,Saturday,Laboral,Tarde,Neutros,0,0,-0.030954627226250864
625,135-13-8269,Mandalay,Miembro,Mujer,Food and beverages,78.88,2,7.888,165.648,Cash,157.76,9.1,2019-01-26,Saturday,Laboral,Tarde,Promotores,100,0,-0.025120646216549303
626,816-57-2053,Yangon,Normal,Hombre,Sports and travel,60.87,2,6.087000000000001,127.82700000000001,Ewallet,121.74,8.7,2019-03-09,Saturday,Laboral,Mañana,Promotores,100,0,-0.025391087137899837
627,628-90-8624,Mandalay,Miembro,Hombre,Health and beauty,82.58,10,41.29,867.09,Cash,825.8,5.0,2019-03-14,Thursday,Laboral,Tarde,Detractores,-100,1,0.0037926826515362055
628,856-66-2701,Yangon,Miembro,Hombre,Home and lifestyle,53.3,3,7.995,167.895,Ewallet,159.9,7.5,2019-01-25,Friday,Laboral,Tarde,Neutros,0,0,-0.048911919165960493
629,308-39-1707,Yangon,Normal,Mujer,Fashion accessories,12.09,1,0.6045,12.6945,Credit card,12.09,8.2,2019-01-26,Saturday,Laboral,Noche,Neutros,0,0,-0.023243971720520284
630,149-61-1929,Yangon,Normal,Hombre,Sports and travel,64.19,10,32.095,673.995,Credit card,641.9,6.7,2019-01-19,Saturday,Laboral,Tarde,Neutros,0,0,-0.027598555730696916
631,655-07-2265,Yangon,Normal,Hombre,Electronic accessories,78.31,3,11.7465,246.6765,Ewallet,234.93,5.4,2019-03-05,Tuesday,Laboral,Tarde,Detractores,-100,0,-0.032092158973295315
632,589-02-8023,Yangon,Miembro,Hombre,Food and beverages,83.77,2,8.377,175.917,Credit card,167.54,7.0,2019-01-15,Tuesday,Laboral,Mañana,Neutros,0,0,-0.022144360005657115
633,420-04-7590,Mandalay,Normal,Hombre,Home and lifestyle,99.7,3,14.955,314.055,Ewallet,299.1,4.7,2019-03-18,Monday,Laboral,Mañana,Detractores,-100,0,-0.03263415848026219
634,182-88-2763,Mandalay,Miembro,Hombre,Food and beverages,79.91,3,11.9865,251.7165,Credit card,239.73,5.0,2019-03-20,Wednesday,Laboral,Noche,Detractores,-100,0,-0.024510803941789505
635,188-55-0967,Mandalay,Miembro,Hombre,Health and beauty,66.47,10,33.235,697.935,Credit card,664.7,5.0,2019-01-15,Tuesday,Laboral,Tarde,Detractores,-100,0,-0.010681031462918988
636,610-46-4100,Yangon,Normal,Hombre,Health and beauty,28.95,7,10.1325,212.7825,Credit card,202.65,6.0,2019-03-03,Sunday,Festivo,Noche,Detractores,-100,0,-0.02800111613410905
637,318-81-2368,Naypyitaw,Normal,Mujer,Electronic accessories,46.2,1,2.31,48.51,Cash,46.2,6.3,2019-03-19,Tuesday,Laboral,Mañana,Detractores,-100,0,-0.01731560049441483
638,364-33-8584,Mandalay,Miembro,Mujer,Food and beverages,17.63,5,4.4075,92.5575,Cash,88.15,8.5,2019-03-08,Friday,Laboral,Tarde,Promotores,100,0,-0.032185191086766984
639,665-63-9737,Mandalay,Normal,Hombre,Fashion accessories,52.42,3,7.8629999999999995,165.123,Ewallet,157.26,7.5,2019-02-27,Wednesday,Laboral,Tarde,Neutros,0,0,-0.037348375760637875
640,695-09-5146,Mandalay,Miembro,Mujer,Food and beverages,98.79,3,14.8185,311.1885,Ewallet,296.37,6.4,2019-02-23,Saturday,Laboral,Noche,Detractores,-100,0,-0.027509488536206383
641,155-45-3814,Naypyitaw,Miembro,Mujer,Electronic accessories,88.55,8,35.42,743.82,Ewallet,708.4,4.7,2019-03-19,Tuesday,Laboral,Tarde,Detractores,-100,0,-0.015655646272242807
642,794-32-2436,Mandalay,Miembro,Hombre,Electronic accessories,55.67,2,5.567,116.90700000000001,Ewallet,111.34,6.0,2019-03-27,Wednesday,Festivo,Tarde,Detractores,-100,0,-0.03155863730971897
643,131-15-8856,Naypyitaw,Miembro,Mujer,Food and beverages,72.52,8,29.008000000000003,609.168,Credit card,580.16,4.0,2019-03-30,Saturday,Laboral,Noche,Detractores,-100,0,-0.013366714776606226
644,273-84-2164,Naypyitaw,Miembro,Hombre,Electronic accessories,12.05,5,3.0125,63.2625,Ewallet,60.25,5.5,2019-02-16,Saturday,Laboral,Tarde,Detractores,-100,0,-0.024029479028514822
645,706-36-6154,Yangon,Miembro,Hombre,Home and lifestyle,19.36,9,8.712,182.952,Ewallet,174.24,8.7,2019-01-18,Friday,Laboral,Noche,Promotores,100,0,-0.029942997294132523
646,778-89-7974,Naypyitaw,Normal,Hombre,Health and beauty,70.21,6,21.063000000000002,442.32300000000004,Cash,421.26,7.4,2019-03-30,Saturday,Laboral,Tarde,Neutros,0,0,-0.022993275432840687
647,574-31-8277,Mandalay,Miembro,Hombre,Fashion accessories,33.63,1,1.6815,35.3115,Cash,33.63,5.6,2019-03-20,Wednesday,Laboral,Noche,Detractores,-100,0,-0.02331224377060348
648,859-71-0933,Naypyitaw,Miembro,Mujer,Sports and travel,15.49,2,1.5490000000000002,32.529,Cash,30.98,6.3,2019-01-16,Wednesday,Laboral,Tarde,Detractores,-100,0,-0.006805396768983729
649,740-11-5257,Naypyitaw,Normal,Hombre,Electronic accessories,24.74,10,12.37,259.77,Cash,247.4,7.1,2019-02-24,Sunday,Festivo,Tarde,Neutros,0,0,-0.02235489549099834
650,369-82-2676,Mandalay,Normal,Hombre,Electronic accessories,75.66,5,18.915,397.215,Ewallet,378.3,7.8,2019-01-15,Tuesday,Laboral,Noche,Neutros,0,0,-0.029242289045431136
651,563-47-4072,Mandalay,Normal,Mujer,Health and beauty,55.81,6,16.743,351.603,Cash,334.86,9.9,2019-01-22,Tuesday,Laboral,Mañana,Promotores,100,0,-0.010555804106120559
652,742-04-5161,Yangon,Miembro,Hombre,Home and lifestyle,72.78,10,36.39,764.19,Cash,727.8,7.3,2019-02-03,Sunday,Festivo,Tarde,Neutros,0,0,-0.014946107697079047
653,149-15-7606,Mandalay,Miembro,Hombre,Sports and travel,37.32,9,16.794,352.67400000000004,Ewallet,335.88,5.1,2019-03-06,Wednesday,Laboral,Tarde,Detractores,-100,0,-0.028059724449846724
654,133-77-3154,Mandalay,Miembro,Hombre,Fashion accessories,60.18,4,12.036,252.75599999999997,Credit card,240.72,9.4,2019-02-16,Saturday,Laboral,Noche,Promotores,100,0,-0.03944201503472877
655,169-52-4504,Yangon,Normal,Mujer,Electronic accessories,15.69,3,2.3535,49.4235,Credit card,47.07,5.8,2019-03-14,Thursday,Laboral,Tarde,Detractores,-100,0,-0.012596715827071225
656,250-81-7186,Naypyitaw,Normal,Mujer,Electronic accessories,99.69,1,4.9845,104.6745,Credit card,99.69,8.0,2019-02-27,Wednesday,Laboral,Mañana,Neutros,0,0,-0.0004763265403930905
657,562-12-5430,Yangon,Miembro,Mujer,Fashion accessories,88.15,3,13.2225,277.6725,Ewallet,264.45,7.9,2019-01-18,Friday,Laboral,Mañana,Neutros,0,0,-0.040202733605054775
658,816-72-8853,Yangon,Miembro,Mujer,Sports and travel,27.93,5,6.9825,146.6325,Cash,139.65,5.9,2019-01-29,Tuesday,Laboral,Tarde,Detractores,-100,0,-0.03416716626787264
659,491-38-3499,Yangon,Miembro,Hombre,Fashion accessories,55.45,1,2.7725,58.2225,Credit card,55.45,4.9,2019-02-26,Tuesday,Laboral,Tarde,Detractores,-100,0,-0.02555581940549312
660,322-02-2271,Mandalay,Normal,Mujer,Sports and travel,42.97,3,6.4455,135.3555,Cash,128.91,9.3,2019-02-03,Sunday,Festivo,Mañana,Promotores,100,0,-0.023577510168552362
661,842-29-4695,Naypyitaw,Miembro,Hombre,Sports and travel,17.14,7,5.999,125.979,Credit card,119.98,7.9,2019-01-16,Wednesday,Laboral,Mañana,Neutros,0,0,-0.02302192141490933
662,725-67-2480,Mandalay,Miembro,Mujer,Fashion accessories,58.75,6,17.625,370.125,Credit card,352.5,5.9,2019-03-24,Sunday,Festivo,Noche,Detractores,-100,0,-0.03201326279220562
663,641-51-2661,Naypyitaw,Miembro,Mujer,Food and beverages,87.1,10,43.55,914.55,Credit card,871.0,9.9,2019-02-12,Tuesday,Festivo,Tarde,Promotores,100,1,0.0031694444947342193
664,714-02-3114,Naypyitaw,Normal,Mujer,Sports and travel,98.8,2,9.88,207.48,Cash,197.6,7.7,2019-02-21,Thursday,Laboral,Mañana,Neutros,0,0,-0.022316533206428124
665,518-17-2983,Yangon,Normal,Mujer,Fashion accessories,48.63,4,9.726,204.24599999999998,Ewallet,194.52,7.6,2019-02-04,Monday,Laboral,Tarde,Neutros,0,0,-0.04897519459644856
666,779-42-2410,Mandalay,Miembro,Hombre,Food and beverages,57.74,3,8.661,181.88099999999997,Ewallet,173.22,7.7,2019-02-20,Wednesday,Laboral,Mañana,Neutros,0,0,-0.0344011356962628
667,190-14-3147,Mandalay,Normal,Mujer,Health and beauty,17.97,4,3.594,75.47399999999999,Ewallet,71.88,6.4,2019-02-23,Saturday,Laboral,Noche,Detractores,-100,0,-0.02263033294889294
668,408-66-6712,Naypyitaw,Miembro,Mujer,Health and beauty,47.71,6,14.312999999999999,300.573,Ewallet,286.26,4.4,2019-02-16,Saturday,Laboral,Tarde,Detractores,-100,0,-0.014938296806540907
669,679-22-6530,Mandalay,Normal,Mujer,Sports and travel,40.62,2,4.062,85.302,Credit card,81.24,4.1,2019-01-17,Thursday,Laboral,Mañana,Detractores,-100,0,-0.017086334671873593
670,588-47-8641,Yangon,Miembro,Hombre,Fashion accessories,56.04,10,28.02,588.42,Ewallet,560.4,4.4,2019-01-14,Monday,Laboral,Noche,Detractores,-100,0,-0.010437317736466056
671,642-61-4706,Mandalay,Miembro,Hombre,Food and beverages,93.4,2,9.34,196.14,Cash,186.8,5.5,2019-03-30,Saturday,Laboral,Tarde,Detractores,-100,0,-0.017616455981809387
672,576-31-4774,Mandalay,Normal,Mujer,Health and beauty,73.41,3,11.0115,231.2415,Ewallet,220.23,4.0,2019-03-02,Saturday,Festivo,Mañana,Detractores,-100,0,-0.025645284191647466
673,556-41-6224,Naypyitaw,Normal,Hombre,Health and beauty,33.64,8,13.456,282.57599999999996,Credit card,269.12,9.3,2019-02-15,Friday,Laboral,Tarde,Promotores,100,0,-0.02392756297590848
674,811-03-8790,Yangon,Normal,Mujer,Electronic accessories,45.48,10,22.74,477.54,Credit card,454.8,4.8,2019-03-01,Friday,Laboral,Mañana,Detractores,-100,0,-0.02090394415801644
675,242-11-3142,Mandalay,Miembro,Hombre,Fashion accessories,83.77,2,8.377,175.917,Cash,167.54,4.6,2019-02-24,Sunday,Festivo,Noche,Detractores,-100,0,-0.019997325312357317
