,Factura,Ciudad,Tipo_cliente,Genero,Linea_producto,Precio_unidad,Cantidad,Impuesto,Total,Forma_pago,Coste,Calificacion,Fecha2,Dia,Jornada,Horario,Calificacion2,ISG,Anomaly,Anomaly_Score,Cluster
125,551-21-3069,Naypyitaw,Normal,Mujer,Electronic accessories,23.07,9,10.3815,218.0115,Cash,207.63,4.9,2019-02-01,Friday,Laboral,Mañana,Detractores,-100,0,-0.04498693127961412,Cluster 0
126,400-80-4065,Naypyitaw,Miembro,Hombre,Health and beauty,68.55,4,13.71,287.91,Credit card,274.2,9.2,2019-02-15,Friday,Laboral,Noche,Promotores,100,0,-0.019590960325529427,Cluster 2
127,616-24-2851,Mandalay,Miembro,Mujer,Fashion accessories,17.87,4,3.574,75.054,Ewallet,71.48,6.5,2019-03-22,Friday,Laboral,Tarde,Neutros,0,0,-0.040242724363970805,Cluster 1
128,606-80-4905,Naypyitaw,Miembro,Mujer,Sports and travel,19.15,6,5.745,120.645,Credit card,114.9,6.8,2019-01-29,Tuesday,Laboral,Mañana,Neutros,0,0,-0.028109374272459187,Cluster 0
129,373-73-7910,Yangon,Normal,Hombre,Sports and travel,86.31,7,30.2085,634.3785,Ewallet,604.17,5.3,2019-02-08,Friday,Laboral,Mañana,Detractores,-100,0,-0.02236593652452312,Cluster 0
130,784-08-0310,Naypyitaw,Miembro,Mujer,Food and beverages,21.04,4,4.208,88.368,Cash,84.16,7.6,2019-01-13,Sunday,Festivo,Mañana,Neutros,0,0,-0.042175327891222025,Cluster 0
131,568-88-3448,Yangon,Normal,Hombre,Health and beauty,25.0,1,1.25,26.25,Ewallet,25.0,5.5,2019-03-03,Sunday,Festivo,Tarde,Detractores,-100,0,-0.0005130511095774448,Cluster 1
132,735-32-9839,Naypyitaw,Miembro,Hombre,Fashion accessories,98.7,8,39.48,829.08,Ewallet,789.6,8.5,2019-01-31,Thursday,Laboral,Mañana,Promotores,100,0,-0.0021511744500154477,Cluster 0
133,485-30-8700,Yangon,Normal,Mujer,Sports and travel,33.26,5,8.315,174.615,Credit card,166.3,4.2,2019-03-18,Monday,Laboral,Tarde,Detractores,-100,0,-0.01003676829958855,Cluster 1
134,767-05-1286,Naypyitaw,Miembro,Mujer,Home and lifestyle,83.77,6,25.131,527.751,Ewallet,502.62,5.4,2019-01-23,Wednesday,Laboral,Mañana,Detractores,-100,0,-0.01826809857454104,Cluster 0
135,334-64-2006,Yangon,Miembro,Mujer,Home and lifestyle,70.32,2,7.032,147.672,Ewallet,140.64,9.6,2019-03-24,Sunday,Festivo,Tarde,Promotores,100,0,-0.030277096083965668,Cluster 1
136,778-89-7974,Naypyitaw,Normal,Hombre,Health and beauty,70.21,6,21.063,442.323,Cash,421.26,7.4,2019-03-30,Saturday,Laboral,Tarde,Neutros,0,0,-0.022993275432840687,Cluster 1
137,645-78-8093,Yangon,Normal,Mujer,Sports and travel,93.14,2,9.314,195.594,Ewallet,186.28,4.1,2019-01-20,Sunday,Festivo,Noche,Detractores,-100,0,-0.007259685023185858,Cluster 2
138,263-12-5321,Yangon,Miembro,Hombre,Electronic accessories,92.6,7,32.41,680.61,Credit card,648.2,9.3,2019-02-27,Wednesday,Laboral,Mañana,Promotores,100,0,-0.01652561255158813,Cluster 0
139,452-04-8808,Mandalay,Normal,Hombre,Electronic accessories,87.08,7,30.478,640.038,Cash,609.56,5.5,2019-01-26,Saturday,Laboral,Tarde,Detractores,-100,0,-0.013054875302515034,Cluster 1
140,307-83-9164,Yangon,Miembro,Hombre,Home and lifestyle,60.01,4,12.002,252.042,Cash,240.04,4.5,2019-01-25,Friday,Laboral,Tarde,Detractores,-100,0,-0.034338527639201755,Cluster 1
141,770-42-8960,Mandalay,Normal,Hombre,Food and beverages,21.12,8,8.448,177.408,Cash,168.96,6.3,2019-01-01,Tuesday,Laboral,Noche,Detractores,-100,0,-0.021544075168205112,Cluster 2
142,821-07-3596,Naypyitaw,Normal,Mujer,Fashion accessories,16.45,4,3.29,69.09,Ewallet,65.8,5.6,2019-03-07,Thursday,Laboral,Tarde,Detractores,-100,0,-0.01173164441937724,Cluster 1
143,635-40-6220,Yangon,Normal,Hombre,Health and beauty,89.6,8,35.84,752.64,Ewallet,716.8,6.6,2019-02-07,Thursday,Laboral,Mañana,Neutros,0,0,-0.014241067254886053,Cluster 0
144,548-46-9322,Mandalay,Normal,Hombre,Food and beverages,39.9,10,19.95,418.95,Credit card,399.0,5.9,2019-02-20,Wednesday,Laboral,Tarde,Detractores,-100,0,-0.017894587916620464,Cluster 1
145,250-17-5703,Yangon,Miembro,Hombre,Food and beverages,18.85,10,9.425,197.925,Ewallet,188.5,5.6,2019-02-27,Wednesday,Laboral,Noche,Detractores,-100,0,-0.025523887091565608,Cluster 2
146,182-52-7000,Yangon,Miembro,Mujer,Sports and travel,27.04,4,5.408,113.568,Ewallet,108.16,6.9,2019-01-01,Tuesday,Laboral,Noche,Neutros,0,0,-0.03644113223061951,Cluster 2
147,399-46-5918,Naypyitaw,Normal,Mujer,Electronic accessories,85.98,8,34.392,722.232,Cash,687.84,8.2,2019-02-28,Thursday,Laboral,Noche,Neutros,0,0,-0.008321356515402778,Cluster 2
148,558-60-5016,Yangon,Normal,Mujer,Home and lifestyle,33.3,9,14.985,314.685,Ewallet,299.7,7.2,2019-03-04,Monday,Laboral,Tarde,Neutros,0,0,-0.04403055356138336,Cluster 1
149,145-94-9061,Mandalay,Normal,Mujer,Food and beverages,88.36,5,22.09,463.89,Cash,441.8,9.6,2019-01-25,Friday,Laboral,Noche,Promotores,100,0,-0.023048246299108174,Cluster 2
150,887-42-0517,Naypyitaw,Normal,Mujer,Sports and travel,83.14,7,29.099,611.0790000000002,Credit card,581.98,6.6,2019-01-10,Thursday,Laboral,Mañana,Neutros,0,0,-0.02414615492364913,Cluster 0
151,400-60-7251,Yangon,Normal,Hombre,Home and lifestyle,74.07,1,3.7035,77.7735,Ewallet,74.07,9.9,2019-02-10,Sunday,Festivo,Mañana,Promotores,100,0,-0.025222552108275956,Cluster 0
152,679-22-6530,Mandalay,Normal,Mujer,Sports and travel,40.62,2,4.062,85.302,Credit card,81.24,4.1,2019-01-17,Thursday,Laboral,Mañana,Detractores,-100,0,-0.01708633467187359,Cluster 0
153,173-57-2300,Naypyitaw,Miembro,Hombre,Sports and travel,72.88,2,7.2879999999999985,153.048,Cash,145.76,6.1,2019-03-13,Wednesday,Laboral,Mañana,Detractores,-100,0,-0.016221832084591825,Cluster 0
154,667-23-5919,Yangon,Miembro,Mujer,Fashion accessories,96.7,5,24.175,507.675,Ewallet,483.5,7.0,2019-01-14,Monday,Laboral,Mañana,Neutros,0,0,-0.02771444340969942,Cluster 0
155,359-94-5395,Mandalay,Normal,Hombre,Health and beauty,92.78,1,4.6389999999999985,97.419,Credit card,92.78,9.8,2019-03-15,Friday,Laboral,Mañana,Promotores,100,0,-0.008524962774384526,Cluster 0
156,512-98-1403,Yangon,Miembro,Mujer,Electronic accessories,26.48,3,3.972,83.412,Ewallet,79.44,4.7,2019-03-21,Thursday,Laboral,Mañana,Detractores,-100,0,-0.022579945694072512,Cluster 0
157,242-55-6721,Mandalay,Normal,Hombre,Home and lifestyle,16.16,2,1.616,33.936,Ewallet,32.32,6.5,2019-03-07,Thursday,Laboral,Mañana,Neutros,0,0,-0.022628259748435964,Cluster 0
158,659-65-8956,Mandalay,Miembro,Hombre,Fashion accessories,51.36,1,2.568,53.928,Ewallet,51.36,5.2,2019-01-16,Wednesday,Laboral,Tarde,Detractores,-100,0,-0.03094577141411592,Cluster 1
159,689-05-1884,Yangon,Miembro,Hombre,Health and beauty,48.63,10,24.315,510.615,Cash,486.3,8.8,2019-03-04,Monday,Laboral,Mañana,Promotores,100,0,-0.01730629555356822,Cluster 0
160,394-43-4238,Mandalay,Miembro,Hombre,Home and lifestyle,17.77,5,4.4425,93.2925,Credit card,88.85,5.4,2019-02-15,Friday,Laboral,Mañana,Detractores,-100,0,-0.032605206702335465,Cluster 0
161,725-54-0677,Naypyitaw,Miembro,Hombre,Health and beauty,85.6,7,29.96,629.16,Cash,599.2,5.3,2019-03-02,Saturday,Festivo,Mañana,Detractores,-100,0,-0.008740032509730322,Cluster 0
162,439-54-7422,Yangon,Normal,Mujer,Electronic accessories,51.19,4,10.238,214.998,Credit card,204.76,4.7,2019-03-18,Monday,Laboral,Tarde,Detractores,-100,0,-0.02672297758458808,Cluster 1
163,850-41-9669,Yangon,Normal,Mujer,Electronic accessories,75.06,9,33.777,709.317,Ewallet,675.54,6.2,2019-03-19,Tuesday,Laboral,Mañana,Detractores,-100,0,-0.028012291283659674,Cluster 0
164,149-71-6266,Mandalay,Miembro,Hombre,Sports and travel,78.07,9,35.1315,737.7615,Cash,702.63,4.5,2019-01-28,Monday,Laboral,Mañana,Detractores,-100,0,-0.015027753525591603,Cluster 0
165,438-01-4015,Mandalay,Miembro,Mujer,Sports and travel,49.49,4,9.898,207.858,Ewallet,197.96,6.6,2019-03-21,Thursday,Laboral,Tarde,Neutros,0,0,-0.03603322865069558,Cluster 1
166,316-66-3011,Yangon,Miembro,Mujer,Food and beverages,47.63,9,21.4335,450.1035,Cash,428.67,5.0,2019-01-23,Wednesday,Laboral,Mañana,Detractores,-100,0,-0.02260752042109881,Cluster 0
167,129-29-8530,Yangon,Miembro,Hombre,Sports and travel,62.62,5,15.655,328.755,Ewallet,313.1,7.0,2019-03-10,Sunday,Festivo,Noche,Neutros,0,0,-0.045509483150930015,Cluster 2
168,101-17-6199,Yangon,Normal,Hombre,Food and beverages,45.79,7,16.0265,336.5565,Credit card,320.53,7.0,2019-03-13,Wednesday,Laboral,Noche,Neutros,0,0,-0.03710803711027609,Cluster 2
169,674-15-9296,Yangon,Normal,Hombre,Sports and travel,37.14,5,9.285,194.985,Ewallet,185.7,5.0,2019-01-08,Tuesday,Laboral,Mañana,Detractores,-100,0,-0.02993999180652906,Cluster 0
170,257-60-7754,Yangon,Normal,Mujer,Electronic accessories,50.23,4,10.046,210.966,Cash,200.92,9.0,2019-01-08,Tuesday,Laboral,Tarde,Promotores,100,0,-0.028332672778798137,Cluster 1
171,804-38-3935,Yangon,Miembro,Hombre,Electronic accessories,93.78,3,14.067,295.407,Credit card,281.34,5.9,2019-01-30,Wednesday,Laboral,Mañana,Detractores,-100,0,-0.017580209504729716,Cluster 0
172,807-34-3742,Yangon,Normal,Hombre,Fashion accessories,52.38,1,2.619,54.999,Cash,52.38,5.8,2019-03-26,Tuesday,Laboral,Noche,Detractores,-100,0,-0.01441362702832949,Cluster 2
173,838-02-1821,Naypyitaw,Miembro,Mujer,Home and lifestyle,12.73,2,1.273,26.733,Credit card,25.46,5.2,2019-02-22,Friday,Laboral,Mañana,Detractores,-100,0,-0.02704554322605035,Cluster 0
174,345-68-9016,Naypyitaw,Miembro,Mujer,Sports and travel,31.67,8,12.668,266.028,Credit card,253.36,5.6,2019-01-02,Wednesday,Laboral,Tarde,Detractores,-100,0,-0.027412501210157147,Cluster 1
175,662-72-2873,Yangon,Normal,Mujer,Food and beverages,40.94,5,10.235,214.935,Ewallet,204.7,9.9,2019-01-06,Sunday,Festivo,Mañana,Promotores,100,0,-0.029838520757478282,Cluster 0
176,314-23-4520,Naypyitaw,Miembro,Hombre,Health and beauty,81.23,7,28.4305,597.0405,Cash,568.61,9.0,2019-01-15,Tuesday,Laboral,Noche,Promotores,100,0,-0.015957140325570832,Cluster 2
177,163-56-7055,Naypyitaw,Miembro,Hombre,Fashion accessories,48.71,1,2.4355,51.1455,Cash,48.71,4.1,2019-03-26,Tuesday,Laboral,Noche,Detractores,-100,1,0.005113517502830067,Cluster 2
178,305-03-2383,Yangon,Normal,Mujer,Food and beverages,67.1,3,10.065,211.365,Cash,201.3,7.5,2019-02-15,Friday,Laboral,Mañana,Neutros,0,0,-0.05023511541001613,Cluster 0
179,836-82-5858,Mandalay,Miembro,Hombre,Health and beauty,69.37,9,31.2165,655.5465,Ewallet,624.33,4.0,2019-01-26,Saturday,Laboral,Noche,Detractores,-100,1,0.0014424289103051047,Cluster 2
180,710-46-4433,Mandalay,Miembro,Mujer,Food and beverages,77.4,9,34.83,731.43,Credit card,696.6,4.5,2019-02-15,Friday,Laboral,Tarde,Detractores,-100,0,-0.015824898450325975,Cluster 1
181,760-54-1821,Mandalay,Normal,Hombre,Home and lifestyle,13.59,9,6.1155,128.4255,Cash,122.31,5.8,2019-03-15,Friday,Laboral,Mañana,Detractores,-100,0,-0.027144574034963842,Cluster 0
182,811-03-8790,Yangon,Normal,Mujer,Electronic accessories,45.48,10,22.74,477.54,Credit card,454.8,4.8,2019-03-01,Friday,Laboral,Mañana,Detractores,-100,0,-0.02090394415801644,Cluster 0
183,571-94-0759,Mandalay,Miembro,Mujer,Food and beverages,74.6,10,37.3,783.3,Cash,746.0,9.5,2019-01-08,Tuesday,Laboral,Noche,Promotores,100,0,-0.0033050189180903193,Cluster 2
184,382-25-8917,Naypyitaw,Normal,Hombre,Fashion accessories,42.08,6,12.624,265.10400000000004,Cash,252.48,8.9,2019-01-29,Tuesday,Laboral,Mañana,Promotores,100,0,-0.028677575379772887,Cluster 0
185,274-05-5470,Yangon,Miembro,Mujer,Food and beverages,73.47,4,14.694,308.574,Cash,293.88,6.0,2019-02-23,Saturday,Laboral,Noche,Detractores,-100,0,-0.042185813504865055,Cluster 2
186,756-93-1854,Naypyitaw,Miembro,Mujer,Fashion accessories,83.35,2,8.335,175.035,Credit card,166.7,9.5,2019-02-02,Saturday,Laboral,Tarde,Promotores,100,0,-0.022552418729340773,Cluster 1
187,895-66-0685,Mandalay,Miembro,Hombre,Food and beverages,18.08,3,2.712,56.952,Ewallet,54.24,8.0,2019-03-05,Tuesday,Laboral,Noche,Neutros,0,0,-0.031324109028477154,Cluster 2
188,527-09-6272,Yangon,Miembro,Mujer,Electronic accessories,28.45,5,7.1125,149.3625,Credit card,142.25,9.1,2019-03-21,Thursday,Laboral,Mañana,Promotores,100,0,-0.0250705041108078,Cluster 0
189,380-60-5336,Yangon,Normal,Mujer,Electronic accessories,40.26,10,20.13,422.73,Credit card,402.6,5.0,2019-02-24,Sunday,Festivo,Noche,Detractores,-100,0,-0.005574077652168996,Cluster 2
190,394-41-0748,Naypyitaw,Miembro,Mujer,Fashion accessories,54.07,9,24.3315,510.9615,Ewallet,486.63,9.5,2019-01-27,Sunday,Festivo,Tarde,Promotores,100,0,-0.024383892756176032,Cluster 1
191,829-49-1914,Naypyitaw,Miembro,Mujer,Food and beverages,78.31,10,39.155,822.255,Ewallet,783.1,6.6,2019-03-05,Tuesday,Laboral,Tarde,Neutros,0,0,-0.02196066222574855,Cluster 1
192,886-54-6089,Yangon,Normal,Mujer,Home and lifestyle,11.43,6,3.429,72.009,Cash,68.58,7.7,2019-01-15,Tuesday,Laboral,Tarde,Neutros,0,0,-0.017533175047677933,Cluster 1
193,585-86-8361,Yangon,Normal,Mujer,Food and beverages,27.28,5,6.82,143.22,Credit card,136.4,8.6,2019-02-03,Sunday,Festivo,Mañana,Promotores,100,0,-0.039419882232262116,Cluster 0
194,150-89-8043,Yangon,Normal,Hombre,Sports and travel,44.65,3,6.6975,140.6475,Cash,133.95,6.2,2019-02-14,Thursday,Laboral,Tarde,Detractores,-100,0,-0.0110740750192988,Cluster 1
195,756-01-7507,Naypyitaw,Normal,Mujer,Health and beauty,20.38,5,5.095,106.995,Cash,101.9,6.0,2019-01-22,Tuesday,Laboral,Noche,Detractores,-100,0,-0.02332048257038366,Cluster 2
196,139-52-2867,Naypyitaw,Normal,Mujer,Fashion accessories,22.51,7,7.8785,165.4485,Credit card,157.57,4.8,2019-02-13,Wednesday,Laboral,Mañana,Detractores,-100,0,-0.02524778399325012,Cluster 0
197,562-12-5430,Yangon,Miembro,Mujer,Fashion accessories,88.15,3,13.2225,277.6725,Ewallet,264.45,7.9,2019-01-18,Friday,Laboral,Mañana,Neutros,0,0,-0.040202733605054775,Cluster 0
198,888-02-0338,Yangon,Normal,Hombre,Electronic accessories,26.23,9,11.8035,247.8735,Ewallet,236.07,5.9,2019-01-25,Friday,Laboral,Noche,Detractores,-100,0,-0.0318934079992963,Cluster 2
199,462-78-5240,Naypyitaw,Normal,Mujer,Electronic accessories,26.61,2,2.661,55.881,Cash,53.22,4.2,2019-03-19,Tuesday,Laboral,Tarde,Detractores,-100,0,-0.014047676994683787,Cluster 1
200,595-27-4851,Yangon,Normal,Mujer,Fashion accessories,54.28,7,18.998,398.958,Ewallet,379.96,9.3,2019-01-27,Sunday,Festivo,Noche,Promotores,100,0,-0.022726059482769845,Cluster 2
201,241-96-5076,Mandalay,Miembro,Mujer,Home and lifestyle,49.1,2,4.91,103.11,Credit card,98.2,6.4,2019-01-08,Tuesday,Laboral,Mañana,Detractores,-100,0,-0.04597909435652325,Cluster 0
202,727-02-1313,Yangon,Miembro,Hombre,Food and beverages,31.84,1,1.592,33.431999999999995,Cash,31.84,7.7,2019-02-09,Saturday,Laboral,Mañana,Neutros,0,0,-0.020997600480041508,Cluster 0
203,397-25-8725,Yangon,Miembro,Mujer,Health and beauty,39.62,9,17.829,374.409,Credit card,356.58,6.8,2019-01-13,Sunday,Festivo,Tarde,Neutros,0,0,-0.013568800691667104,Cluster 1
204,843-01-4703,Mandalay,Miembro,Mujer,Home and lifestyle,35.38,9,15.921,334.341,Credit card,318.42,9.6,2019-01-05,Saturday,Laboral,Noche,Promotores,100,0,-0.014682960726164929,Cluster 2
205,704-10-4056,Naypyitaw,Miembro,Hombre,Health and beauty,60.47,3,9.0705,190.4805,Credit card,181.41,5.6,2019-01-14,Monday,Laboral,Mañana,Detractores,-100,0,-0.021576983932798832,Cluster 0
206,225-32-0908,Naypyitaw,Normal,Mujer,Sports and travel,44.86,10,22.43,471.03,Ewallet,448.6,8.2,2019-01-26,Saturday,Laboral,Noche,Neutros,0,0,-0.014702785948621622,Cluster 2
207,249-42-3782,Yangon,Normal,Hombre,Health and beauty,70.01,5,17.5025,367.5525,Ewallet,350.05,5.5,2019-01-03,Thursday,Laboral,Mañana,Detractores,-100,0,-0.030523084206624636,Cluster 0
208,375-72-3056,Mandalay,Normal,Hombre,Sports and travel,63.06,3,9.459,198.639,Ewallet,189.18,7.0,2019-01-19,Saturday,Laboral,Tarde,Neutros,0,0,-0.031982173344624935,Cluster 1
209,565-80-5980,Naypyitaw,Miembro,Mujer,Home and lifestyle,47.38,4,9.476,198.996,Cash,189.52,7.1,2019-01-23,Wednesday,Laboral,Mañana,Neutros,0,0,-0.03864237703071149,Cluster 0
210,732-94-0499,Naypyitaw,Normal,Mujer,Electronic accessories,41.65,10,20.825,437.325,Credit card,416.5,5.4,2019-01-13,Sunday,Festivo,Tarde,Detractores,-100,0,-0.008837642931479261,Cluster 1
211,664-14-2882,Naypyitaw,Miembro,Mujer,Home and lifestyle,10.53,5,2.6325,55.2825,Credit card,52.65,5.8,2019-01-30,Wednesday,Laboral,Tarde,Detractores,-100,0,-0.012393590171171476,Cluster 1
212,214-30-2776,Mandalay,Miembro,Mujer,Electronic accessories,34.49,5,8.6225,181.0725,Credit card,172.45,9.0,2019-03-11,Monday,Laboral,Noche,Promotores,100,0,-0.01673918274331232,Cluster 2
213,613-59-9758,Naypyitaw,Normal,Mujer,Sports and travel,14.36,10,7.18,150.78,Cash,143.6,5.4,2019-01-27,Sunday,Festivo,Tarde,Detractores,-100,0,-0.005684126306984227,Cluster 1
214,715-20-1673,Mandalay,Normal,Hombre,Electronic accessories,28.38,5,7.095,148.995,Cash,141.9,9.4,2019-03-06,Wednesday,Laboral,Noche,Promotores,100,0,-0.029109603934233893,Cluster 2
215,827-77-7633,Yangon,Normal,Hombre,Sports and travel,98.09,9,44.1405,926.9505,Cash,882.81,9.3,2019-02-17,Sunday,Festivo,Noche,Promotores,100,1,0.024855301770120408,Cluster 2
216,873-14-6353,Yangon,Miembro,Hombre,Food and beverages,24.82,7,8.687000000000001,182.427,Credit card,173.74,7.1,2019-02-16,Saturday,Laboral,Mañana,Neutros,0,0,-0.03939893727955324,Cluster 0
217,871-39-9221,Naypyitaw,Normal,Mujer,Electronic accessories,12.45,6,3.735,78.435,Cash,74.7,4.1,2019-02-09,Saturday,Laboral,Mañana,Detractores,-100,0,-0.015869535351285213,Cluster 0
218,409-49-6995,Naypyitaw,Miembro,Mujer,Food and beverages,47.27,6,14.181,297.801,Cash,283.62,8.8,2019-02-05,Tuesday,Laboral,Mañana,Promotores,100,0,-0.034487149638233065,Cluster 0
219,126-54-1082,Yangon,Miembro,Mujer,Home and lifestyle,21.54,9,9.693,203.553,Credit card,193.86,8.8,2019-01-07,Monday,Laboral,Mañana,Promotores,100,0,-0.0277238706558236,Cluster 0
220,115-38-7388,Naypyitaw,Miembro,Mujer,Fashion accessories,10.18,8,4.072,85.512,Credit card,81.44,9.5,2019-03-30,Saturday,Laboral,Mañana,Promotores,100,0,-0.02312722127949773,Cluster 0
221,433-08-7822,Naypyitaw,Normal,Mujer,Health and beauty,78.89,7,27.6115,579.8415,Ewallet,552.23,7.5,2019-01-05,Saturday,Laboral,Noche,Neutros,0,0,-0.016913136829894038,Cluster 2
222,783-09-1637,Mandalay,Normal,Mujer,Sports and travel,67.43,5,16.8575,354.0075,Ewallet,337.15,6.3,2019-03-06,Wednesday,Laboral,Noche,Detractores,-100,0,-0.03750436873786245,Cluster 2
223,760-27-5490,Naypyitaw,Normal,Hombre,Fashion accessories,15.62,8,6.247999999999998,131.208,Ewallet,124.96,9.1,2019-01-20,Sunday,Festivo,Noche,Promotores,100,0,-0.016972845049654794,Cluster 2
224,305-18-3552,Mandalay,Miembro,Hombre,Home and lifestyle,60.38,10,30.19,633.99,Cash,603.8,6.0,2019-02-12,Tuesday,Festivo,Tarde,Detractores,-100,0,-0.022443135036578687,Cluster 1
225,421-95-9805,Yangon,Normal,Mujer,Electronic accessories,28.96,1,1.4480000000000002,30.408,Credit card,28.96,6.2,2019-02-07,Thursday,Laboral,Mañana,Detractores,-100,0,-0.013620490693424971,Cluster 0
226,574-57-9721,Naypyitaw,Normal,Hombre,Food and beverages,43.27,2,4.327,90.867,Ewallet,86.54,5.7,2019-03-08,Friday,Laboral,Tarde,Detractores,-100,0,-0.031569207607428984,Cluster 1
227,288-38-3758,Naypyitaw,Miembro,Mujer,Fashion accessories,84.87,3,12.7305,267.3405,Ewallet,254.61,7.4,2019-01-25,Friday,Laboral,Noche,Neutros,0,0,-0.020894749427418317,Cluster 2
228,299-29-0180,Mandalay,Miembro,Mujer,Home and lifestyle,52.18,7,18.263,383.523,Cash,365.26,9.3,2019-03-09,Saturday,Laboral,Mañana,Promotores,100,0,-0.03163434568462864,Cluster 0
229,828-61-5674,Yangon,Miembro,Hombre,Sports and travel,44.02,10,22.01,462.21,Credit card,440.2,9.6,2019-03-20,Wednesday,Laboral,Noche,Promotores,100,0,-0.015463451373692871,Cluster 2
230,252-56-2699,Yangon,Normal,Hombre,Food and beverages,43.19,10,21.595,453.495,Ewallet,431.9,8.2,2019-02-07,Thursday,Laboral,Tarde,Neutros,0,0,-0.029427627249294375,Cluster 1
231,449-16-6770,Yangon,Normal,Hombre,Health and beauty,50.79,5,12.6975,266.6475,Credit card,253.95,5.3,2019-02-19,Tuesday,Laboral,Tarde,Detractores,-100,0,-0.03302949797911203,Cluster 1
232,726-27-2396,Yangon,Normal,Mujer,Health and beauty,77.5,5,19.375,406.875,Ewallet,387.5,4.3,2019-01-24,Thursday,Laboral,Noche,Detractores,-100,0,-0.007219430851736708,Cluster 2
233,565-91-4567,Mandalay,Normal,Hombre,Health and beauty,10.75,8,4.3,90.3,Ewallet,86.0,6.2,2019-03-15,Friday,Laboral,Tarde,Detractores,-100,0,-0.019618964149874633,Cluster 1
234,287-21-9091,Yangon,Normal,Hombre,Home and lifestyle,74.67,9,33.6015,705.6315,Ewallet,672.03,9.4,2019-01-22,Tuesday,Laboral,Mañana,Promotores,100,0,-0.03046878249334206,Cluster 0
235,478-06-7835,Yangon,Normal,Hombre,Fashion accessories,89.69,1,4.4845,94.1745,Ewallet,89.69,4.9,2019-01-11,Friday,Laboral,Mañana,Detractores,-100,0,-0.027989622079339305,Cluster 0
236,566-19-5475,Mandalay,Normal,Hombre,Fashion accessories,47.97,7,16.7895,352.5795,Cash,335.79,6.2,2019-01-07,Monday,Laboral,Noche,Detractores,-100,0,-0.04772265122331815,Cluster 2
237,726-29-6793,Yangon,Miembro,Hombre,Electronic accessories,24.18,8,9.672,203.112,Ewallet,193.44,9.8,2019-01-28,Monday,Laboral,Noche,Promotores,100,0,-0.015408550449895862,Cluster 2
238,211-30-9270,Naypyitaw,Normal,Hombre,Health and beauty,17.41,5,4.3525,91.4025,Credit card,87.05,4.9,2019-01-28,Monday,Laboral,Tarde,Detractores,-100,0,-0.016116710005843804,Cluster 1
239,120-06-4233,Naypyitaw,Normal,Hombre,Electronic accessories,30.61,6,9.183,192.843,Cash,183.66,9.3,2019-03-12,Tuesday,Laboral,Noche,Promotores,100,0,-0.02401243272337772,Cluster 2
240,246-55-6923,Naypyitaw,Miembro,Mujer,Home and lifestyle,35.79,9,16.1055,338.2155,Credit card,322.11,5.1,2019-03-10,Sunday,Festivo,Tarde,Detractores,-100,0,-0.02073950402339197,Cluster 1
241,277-63-2961,Mandalay,Miembro,Hombre,Sports and travel,73.97,1,3.6985,77.6685,Credit card,73.97,5.4,2019-02-03,Sunday,Festivo,Tarde,Detractores,-100,0,-0.02484519471115232,Cluster 1
242,195-06-0432,Yangon,Miembro,Hombre,Home and lifestyle,81.01,3,12.1515,255.1815,Credit card,243.03,9.3,2019-01-13,Sunday,Festivo,Mañana,Promotores,100,0,-0.029220142978827912,Cluster 0
243,584-86-7256,Naypyitaw,Miembro,Hombre,Sports and travel,34.56,7,12.095999999999998,254.016,Credit card,241.92,7.3,2019-03-11,Monday,Laboral,Tarde,Neutros,0,0,-0.030433338688841908,Cluster 1
244,785-13-7708,Mandalay,Normal,Hombre,Food and beverages,73.06,7,25.571,536.991,Credit card,511.42,4.2,2019-01-14,Monday,Laboral,Noche,Detractores,-100,0,-0.01805818111878976,Cluster 2
245,149-15-7606,Mandalay,Miembro,Hombre,Sports and travel,37.32,9,16.794,352.6740000000001,Ewallet,335.88,5.1,2019-03-06,Wednesday,Laboral,Tarde,Detractores,-100,0,-0.028059724449846724,Cluster 1
